item1,item2,similarity,grupo,categoria,tipo_producto,titulo,pais_revista,revista,ISSN,ano,vol,fasc,pags,DOI,autores
689,694,0.8749999999999999,FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Terapia familiar sistémica. Sobre el self del terapeuta,Colombia,Revista Latinoamericana De Estudios De Familia ,2145-6445,2019,11,1 ,89 - 108,10.17151/rlef.2019.11.1.6,"LEDY MARYORY  BEDOYA  CARDONA, OVIDIO HERRERA RIVERA, ALEXANDER RODRIGUEZ BUSTAMANTE"
690,692,1.0000000000000002,FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,"Crianza contemporánea: formas de acompañamiento, significados y comprensiones desde las realidades familiares",Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2019,57,N/A ,40 - 59,10.35575/57a4,"OVIDIO HERRERA RIVERA, LEDY MARYORY  BEDOYA  CARDONA, MARGARITA MARIA ALVIAR RUIZ"
692,690,1.0000000000000002,FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,"Crianza contemporánea: formas de acompañamiento, significados y comprensiones desde las realidades familiares",Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2019,57,NA ,40 - 59,10.35575/RVUCN.N57A4,OVIDIO HERRERA RIVERA
693,688,0.9285714285714285,FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Formas de intervención psicosocial para familias que consultan por temas de crianza,Colombia,Infancias Imágenes ,1657-9089,2019,18,2 ,226 - 246,10.14483/16579089.14609,"LEDY MARYORY  BEDOYA  CARDONA, OVIDIO HERRERA RIVERA, ADRIANA MARIA CORONADO MENDOZA"
694,689,0.8749999999999999,FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Terapia familia sistémica. Sobre el self del terapeuta,Colombia,Revista Latinoamericana De Estudios De Familia ,2145-6445,2019,11,1 ,89 - 108,10.17151/rlef.2019.11.1.6.,"OVIDIO HERRERA RIVERA, LEDY MARYORY BEDOYA CARDONA, ALEXANDER RODRIGUEZ BUSTAMANTE"
700,706,0.7267220926874318,FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,"Comunicación en familias que acompañan a pacientes en la clínica psiquiátrica ""Nuestra Señora del Sagrado Corazón"" (Medellín-Colombia)",Colombia,Psicología desde el Caribe ,2011-7485,2017,34,N/A ,1 - 14,10.14482/psdc.34.1.9774,"EDISON FRANCISCO VIVEROS CHAVARRIA, LUZ ANGELA RAMIREZ NIETO, LAURA VICTORIA LONDONO BERNAL"
706,700,0.7267220926874318,FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Roles en familias que acompañan a pacientes en una clínica psiquiátrica de Medellín-Colombia,Argentina,Revista Argentina de Clinica Psicologica ,1851-7951,2017,26,1 ,103 - 114,10.24205/03276716.2017.1009,"EDISON FRANCISCO VIVEROS CHAVARRIA, LUZ ANGELA RAMIREZ NIETO, LAURA VICTORIA LONDONO BERNAL"
729,730,1.0000000000000002,FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Sobre la intervención familiar en escenarios educativos. Aproximación a una revisión documental,Colombia,Katharsis ,0124-7816,2013,15, ,113 - 132,,"ALEXANDER RODRIGUEZ BUSTAMANTE, EDISON FRANCISCO VIVEROS CHAVARRIA"
730,729,1.0000000000000002,FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Sobre la intervención familiar en escenarios educativos. Aproximación a una revisión documental,Colombia,Katharsis ,0124-7816,2013,15,1 ,113 - 132,N/A,"EDISON FRANCISCO VIVEROS CHAVARRIA, ALEXANDER RODRIGUEZ BUSTAMANTE"
742,743,1.0000000000000002,FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,"Construyendo relación familia-escuela: consideraciones a partir de intervención interdisciplinaria en el Colegio Bello Oriente en Medellín, Colombia",Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2012,36, ,193 - 220,,"LAURA  LONDONO BERNAL, LUZ ANGELA RAMIREZ NIETO, LAURA VICTORIA LONDONO BERNAL"
743,742,1.0000000000000002,FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,"Construyendo relación familia-escuela: consideraciones a partir de intervención interdisciplinaria en el Colegio Bello Oriente en Medellín, Colombia",Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2012,36, ,193 - 220,,"LAURA VICTORIA LONDONO BERNAL, LUZ ANGELA RAMIREZ NIETO"
749,756,0.7024393586862708,FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Transformaciones en las relaciones afectivas y utilización del tiempo libre en las familias desplazadas de los barrios: Moravia y Altos de la Virgen de la ciudad de Medellin,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2011,32,N/A ,155 - 180,N/A,JOSE WILMAR PINO MONTOYA
756,749,0.7024393586862708,FAMILIA DESARROLLO Y CALIDAD DE VIDA,Artículos publicados,Publicado en revista especializada,Sentidos de familia y desarrollo en el contexto del desplazamiento de los barrios ¿Moravia¿ y ¿Altos de la Virgen¿ de Medellín. Una perspectiva crítica,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2010,30,30 ,388 - 406,N/A,EDISON FRANCISCO VIVEROS CHAVARRIA
760,765,1.0000000000000004,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"Calidad de la educación, a propósito de la voz de los maestros con respecto a la relación entre la escuela, el contexto y el currículo",Venezuela,Espacios ,0798-1015,2020,41, ,1 - 15,10.48082/espacios-,"LEISY MAGDALI ARROYAVE TABORDA, OSCAR PELAEZ HENAO, JOSE WILMAR PINO MONTOYA, ADRIANA MARIA GALLEGO HENAO"
760,761,1.0000000000000004,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"Calidad de la educación, a propósito de la voz de los maestros con respecto a la relación entre la escuela, el contexto y el currículo",Venezuela,Espacios ,0798-1015,2020,41, ,1 - 15,10.48082/espacios-,"LEISY MAGDALI ARROYAVE TABORDA, OSCAR PELAEZ HENAO, JOSE WILMAR PINO MONTOYA, ADRIANA MARIA GALLEGO HENAO"
760,769,0.975609946884807,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"Calidad de la educación, a propósito de la voz de los maestros con respecto a la relación entre la escuela, el contexto y el currículo",Venezuela,Espacios ,0798-1015,2020,41, ,1 - 15,10.48082/espacios-,"LEISY MAGDALI ARROYAVE TABORDA, OSCAR PELAEZ HENAO, JOSE WILMAR PINO MONTOYA, ADRIANA MARIA GALLEGO HENAO"
761,760,1.0000000000000004,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"Calidad de la educación, a propósito de la voz de los maestros con respecto a la relación entre la escuela, el contexto y el currículo",Venezuela,Espacios ,0798-1015,2020,41,46 ,154 - 168,10.48082/espacios-a20v41n46p14,"JOSE WILMAR PINO MONTOYA, OSCAR ALBERTO PELAEZ HENAO, ADRIANA MARIA GALLEGO HENAO"
761,769,0.975609946884807,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"Calidad de la educación, a propósito de la voz de los maestros con respecto a la relación entre la escuela, el contexto y el currículo",Venezuela,Espacios ,0798-1015,2020,41,46 ,154 - 168,10.48082/espacios-a20v41n46p14,"JOSE WILMAR PINO MONTOYA, OSCAR ALBERTO PELAEZ HENAO, ADRIANA MARIA GALLEGO HENAO"
761,765,1.0000000000000004,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"Calidad de la educación, a propósito de la voz de los maestros con respecto a la relación entre la escuela, el contexto y el currículo",Venezuela,Espacios ,0798-1015,2020,41,46 ,154 - 168,10.48082/espacios-a20v41n46p14,"JOSE WILMAR PINO MONTOYA, OSCAR ALBERTO PELAEZ HENAO, ADRIANA MARIA GALLEGO HENAO"
762,796,0.9999999999999997,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Desarrollo social y laboral de los posgraduados,Colombia,Actualidades Pedagógicas ,0120-1700,2020,1, ,1 - 18,10.19052/ap.vol1.iss75.11,"LEISY MAGDALI ARROYAVE TABORDA, JUAN SANTIAGO CALLE PIEDRAHITA, YUSTY CAROLINA RESTREPO SEGURA, DAVID IGNACIO MOLINA VELASQUEZ"
763,770,0.9772545497599158,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,El juego como estrategia pedagógica para la enseñanza de las matemáticas: retos maestros de primera infancia,Colombia,Infancias Imágenes ,1657-9089,2020,19,N/A ,1 - 16,,"LEISY MAGDALI ARROYAVE TABORDA, ENID DANIELA VARGAS MESA, ADRIANA MARIA GALLEGO HENAO, OSCAR PELAEZ HENAO, LEIDY JOHANA RODRIGUEZ MARIN"
763,777,1.0000000000000002,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,El juego como estrategia pedagógica para la enseñanza de las matemáticas: retos maestros de primera infancia,Colombia,Infancias Imágenes ,1657-9089,2020,19,N/A ,1 - 16,,"LEISY MAGDALI ARROYAVE TABORDA, ENID DANIELA VARGAS MESA, ADRIANA MARIA GALLEGO HENAO, OSCAR PELAEZ HENAO, LEIDY JOHANA RODRIGUEZ MARIN"
765,761,1.0000000000000004,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"Calidad de la educación, a propósito de la voz de los maestros con respecto a la relación entre la escuela, el contexto y el currículo",Venezuela,Espacios ,0798-1015,2020,41,N/A ,154 - 168,10.48082/espacios-a20v41n46p14,"JOSE WILMAR PINO MONTOYA, MELINA CASTANO GOMEZ, OSCAR PELAEZ HENAO, LEISY MAGDALI ARROYAVE TABORDA, ADRIANA MARIA GALLEGO HENAO"
765,769,0.975609946884807,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"Calidad de la educación, a propósito de la voz de los maestros con respecto a la relación entre la escuela, el contexto y el currículo",Venezuela,Espacios ,0798-1015,2020,41,N/A ,154 - 168,10.48082/espacios-a20v41n46p14,"JOSE WILMAR PINO MONTOYA, MELINA CASTANO GOMEZ, OSCAR PELAEZ HENAO, LEISY MAGDALI ARROYAVE TABORDA, ADRIANA MARIA GALLEGO HENAO"
765,760,1.0000000000000004,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"Calidad de la educación, a propósito de la voz de los maestros con respecto a la relación entre la escuela, el contexto y el currículo",Venezuela,Espacios ,0798-1015,2020,41,N/A ,154 - 168,10.48082/espacios-a20v41n46p14,"JOSE WILMAR PINO MONTOYA, MELINA CASTANO GOMEZ, OSCAR PELAEZ HENAO, LEISY MAGDALI ARROYAVE TABORDA, ADRIANA MARIA GALLEGO HENAO"
768,772,0.9999999999999998,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Subjetividad y aprendizaje del inglés: experiencias vividas desde un programa de desarrollo profesional,Venezuela,Espacios ,0798-1015,2020,41,46 ,1 - 11,10.48082/espacios-a20v41n46p20,"SONIA RUTH QUINTERO ARRUBLA, BAIRON JARAMILLO VALENCIA"
769,765,0.975609946884807,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"Calidad de la educación, a propósito de los maestros con respecto a la relación entre la escuela, el contexto y el currículo",Venezuela,Espacios ,0798-1015,2020,41,46 ,154 - 168,10.48082/espacios-a20v41n46p14,"ADRIANA MARIA GALLEGO HENAO, LEISY MAGDALI ARROYAVE TABORDA, OSCAR PELAEZ HENAO, JOSE WILMAR PINO MONTOYA"
769,761,0.975609946884807,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"Calidad de la educación, a propósito de los maestros con respecto a la relación entre la escuela, el contexto y el currículo",Venezuela,Espacios ,0798-1015,2020,41,46 ,154 - 168,10.48082/espacios-a20v41n46p14,"ADRIANA MARIA GALLEGO HENAO, LEISY MAGDALI ARROYAVE TABORDA, OSCAR PELAEZ HENAO, JOSE WILMAR PINO MONTOYA"
769,760,0.975609946884807,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"Calidad de la educación, a propósito de los maestros con respecto a la relación entre la escuela, el contexto y el currículo",Venezuela,Espacios ,0798-1015,2020,41,46 ,154 - 168,10.48082/espacios-a20v41n46p14,"ADRIANA MARIA GALLEGO HENAO, LEISY MAGDALI ARROYAVE TABORDA, OSCAR PELAEZ HENAO, JOSE WILMAR PINO MONTOYA"
770,763,0.9772545497599158,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,El juego como estrategia pedagógica para la enseñanza de las matemáticas: retos para maestros de primera infancia,Colombia,Infancias Imágenes ,1657-9089,2020,19,2 ,1 - 16,10.14483/16579089.14133,"ADRIANA MARIA GALLEGO HENAO, ENID DANIELA VARGAS MESA, OSCAR PELAEZ HENAO, LEISY MAGDALI ARROYAVE TABORDA"
770,777,0.9772545497599158,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,El juego como estrategia pedagógica para la enseñanza de las matemáticas: retos para maestros de primera infancia,Colombia,Infancias Imágenes ,1657-9089,2020,19,2 ,1 - 16,10.14483/16579089.14133,"ADRIANA MARIA GALLEGO HENAO, ENID DANIELA VARGAS MESA, OSCAR PELAEZ HENAO, LEISY MAGDALI ARROYAVE TABORDA"
772,768,0.9999999999999998,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"""Subjetividad y aprendizaje del inglés: experiencias vividas desde un programa de desarrollo profesional""",Venezuela,Espacios ,0798-1015,2020,41,46 ,1 - 11,10.48082/espacios-a20v41n46p20,"SONIA RUTH QUINTERO ARRUBLA, BAIRON JARAMILLO VALENCIA"
773,775,1.0000000000000004,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Significación sobre la diferencia entre violencia y conflicto escolar: un estudio de caso sobre sujetos que han sufrido o generado violencia,Colombia,Palobra ,1657-0111,2020,20,2 ,230 - 250,10.32997/2346-2884-vol.20-num.2-2020-3317,"BAIRON JARAMILLO VALENCIA, CLAUDIA MARIA PINEDA TABORDA"
775,773,1.0000000000000004,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Significación sobre la diferencia entre violencia y conflicto escolar: un estudio de caso sobre sujetos que han sufrido o generado violencia,Colombia,Palobra ,2346-2884,2020,20,2 ,230 - 250,10.32997/2346-2884-vol.20-num.2-2020-3317,"CLAUDIA MARIA PINEDA TABORDA, BAIRON JARAMILLO VALENCIA"
777,763,1.0000000000000002,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,El juego como estrategia pedagógica para la enseñanza de las matemáticas: retos maestros de primera infancia,Colombia,Infancias Imágenes ,1657-9089,2020,19,2 ,1 - 16,10.14483/16579089.14133,OSCAR ALBERTO PELAEZ HENAO
777,770,0.9772545497599158,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,El juego como estrategia pedagógica para la enseñanza de las matemáticas: retos maestros de primera infancia,Colombia,Infancias Imágenes ,1657-9089,2020,19,2 ,1 - 16,10.14483/16579089.14133,OSCAR ALBERTO PELAEZ HENAO
780,839,0.726273039202563,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Significación Sobre la Enseñanza de la Lectura en Inglés: Prácticas de Docentes en Educación Preescolar,Colombia,"Saber, Ciencia Y Libertad ",1794-7154,2020,15,N/A ,234 - 250,10.18041/2382-3240/saber.2020v15n2.6731,"SONIA RUTH QUINTERO ARRUBLA, BAIRON JARAMILLO VALENCIA"
780,840,0.726273039202563,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Significación Sobre la Enseñanza de la Lectura en Inglés: Prácticas de Docentes en Educación Preescolar,Colombia,"Saber, Ciencia Y Libertad ",1794-7154,2020,15,N/A ,234 - 250,10.18041/2382-3240/saber.2020v15n2.6731,"SONIA RUTH QUINTERO ARRUBLA, BAIRON JARAMILLO VALENCIA"
780,785,1.0000000000000004,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,Significación Sobre la Enseñanza de la Lectura en Inglés: Prácticas de Docentes en Educación Preescolar,Colombia,"Saber, Ciencia Y Libertad ",1794-7154,2020,15,N/A ,234 - 250,10.18041/2382-3240/saber.2020v15n2.6731,"SONIA RUTH QUINTERO ARRUBLA, BAIRON JARAMILLO VALENCIA"
782,783,1.0000000000000002,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"Contexto, didáctica y reflexión: desafíos para la Calidad Educativa",Venezuela,Espacios ,0798-1015,2020,41,18 ,1 - 9,10.48082/https:/www.revistaespacios.com/a20v41n18/a20v41n18p06.pdf,"JOSE WILMAR PINO MONTOYA, OSCAR PELAEZ HENAO, LEISY MAGDALI ARROYAVE TABORDA, ADRIANA MARIA GALLEGO HENAO"
782,786,1.0000000000000002,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"Contexto, didáctica y reflexión: desafíos para la Calidad Educativa",Venezuela,Espacios ,0798-1015,2020,41,18 ,1 - 9,10.48082/https:/www.revistaespacios.com/a20v41n18/a20v41n18p06.pdf,"JOSE WILMAR PINO MONTOYA, OSCAR PELAEZ HENAO, LEISY MAGDALI ARROYAVE TABORDA, ADRIANA MARIA GALLEGO HENAO"
782,784,1.0000000000000002,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"Contexto, didáctica y reflexión: desafíos para la Calidad Educativa",Venezuela,Espacios ,0798-1015,2020,41,18 ,1 - 9,10.48082/https:/www.revistaespacios.com/a20v41n18/a20v41n18p06.pdf,"JOSE WILMAR PINO MONTOYA, OSCAR PELAEZ HENAO, LEISY MAGDALI ARROYAVE TABORDA, ADRIANA MARIA GALLEGO HENAO"
783,782,1.0000000000000002,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"Contexto, didáctica y reflexión: desafíos para la calidad educativa",Venezuela,Espacios ,0798-1015,2020,41,N/A ,6 - 14,10.48082/20v41n46p14,"LEISY MAGDALI ARROYAVE TABORDA, ADRIANA MARIA GALLEGO HENAO, OSCAR PELAEZ HENAO, ROGER ALEXANDER GONZALEZ RAMIREZ, JOSE WILMAR PINO MONTOYA"
783,786,1.0000000000000002,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"Contexto, didáctica y reflexión: desafíos para la calidad educativa",Venezuela,Espacios ,0798-1015,2020,41,N/A ,6 - 14,10.48082/20v41n46p14,"LEISY MAGDALI ARROYAVE TABORDA, ADRIANA MARIA GALLEGO HENAO, OSCAR PELAEZ HENAO, ROGER ALEXANDER GONZALEZ RAMIREZ, JOSE WILMAR PINO MONTOYA"
783,784,1.0000000000000002,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"Contexto, didáctica y reflexión: desafíos para la calidad educativa",Venezuela,Espacios ,0798-1015,2020,41,N/A ,6 - 14,10.48082/20v41n46p14,"LEISY MAGDALI ARROYAVE TABORDA, ADRIANA MARIA GALLEGO HENAO, OSCAR PELAEZ HENAO, ROGER ALEXANDER GONZALEZ RAMIREZ, JOSE WILMAR PINO MONTOYA"
784,782,1.0000000000000002,"EDUCACIÃ“N, INFANCIA Y LENGUAS EXTRANJERAS",Artículos publicados,Publicado en revista especializada,"Contexto, didáctica y reflexión: desafíos para la Calidad Educativa",Venezuela,Espacios ,0798-1015,2020,41,N/A ,1 - 6,10.48082/espacios-https://www.revistaespacios.com/a20v41n18/20411806.html,"ADRIANA MARIA GALLEGO HENAO, JOSE WILMAR PINO MONTOYA, OSCAR PELAEZ HENAO, LEISY MAGDALI ARROYAVE TABORDA, ROGER ALEXANDER GONZALEZ RAMIREZ"
